alternative,punk,heavymetal,rocknroll,psychedelic,baroque,classic,modernclassic,renaissance,romantic,deephouse,drumandbass,dubstep,techno,trance,funk,hiphop,reggae,rnb,soul
0.0,623.1600978354523,597.4591812765076,956.6929250537347,621.238218268599,1001.9799610795559,916.3210173978059,1193.6710005878708,1103.778694997921,1069.812546006526,691.6975480215965,755.6567684848076,965.3897670744371,570.5933235934075,837.3170358448286,770.3296608649816,1006.6366277331218,932.6428154252987,993.5891230416074,667.7885325665494
623.1600978354523,0.0,593.8384945013414,922.6277858620383,603.7636263175924,1001.2491830798784,907.1402861924952,1206.118872300775,1089.7554800208713,1007.0316517977093,674.7253033290039,694.2083100149947,926.6525145047851,586.1449932369903,834.23463797938,772.5832706514102,980.5939555959277,886.2129280326812,972.4531762060702,650.2494041782769
597.4591812765076,593.8384945013414,0.0,957.7347719180101,580.6903098420046,961.5361620666017,886.4574619428755,1196.858145907138,1086.8534307496723,1046.6044399028656,652.6402980619231,703.7519533771894,922.9521163770677,572.0046713269545,831.4402117085489,782.4838645742898,975.8512879564115,902.2944785319911,954.5557615558595,649.7412586762963
956.6929250537347,922.6277858620383,957.7347719180101,0.0,976.9396056585751,1235.8673823577758,1196.0685463976872,1436.7414566562388,1382.5101915134892,1174.9767678410544,979.0232299297526,1000.2101330581537,1178.0994239585916,921.3929642165758,1121.213173691086,1080.625742740547,1228.4970492261177,1148.1826757043377,1210.1443545604532,970.9884611806596
621.238218268599,603.7636263175924,580.6903098420046,976.9396056585751,0.0,1014.2492656442816,924.2859966666655,1237.0503836718442,1099.6587562807015,1050.2892075386078,662.8595799248835,708.6321081237344,929.4596366310999,585.5481560062411,867.7855120739208,800.6476455826601,987.9886196879219,900.6059060465377,972.1312093968401,660.2533980147368
1001.9799610795559,1001.2491830798784,961.5361620666017,1235.8673823577758,1014.2492656442816,0.0,1182.7045182886147,1379.9337869792043,1301.5695735838106,1292.88757830272,1008.1656960218602,1078.6622469726028,1260.0539478972555,1001.4302685016291,1159.688434644298,1088.3157355984983,1316.0647341370109,1205.2152184437643,1241.4966423462838,1051.2273879464733
916.3210173978059,907.1402861924952,886.4574619428755,1196.0685463976872,924.2859966666655,1182.7045182886147,0.0,1411.6707103583467,1271.9858882061076,1235.9504795501405,969.5608027137516,951.5674666901308,1128.2604977351098,888.3558474722,1038.0289812239143,1056.5205752404813,1196.993422425691,1163.0145504479406,1156.2989360145357,960.8363733759458
1193.6710005878708,1206.118872300775,1196.858145907138,1436.7414566562388,1237.0503836718442,1379.9337869792043,1411.6707103583467,0.0,1517.4440596442012,1531.2560037699216,1222.8172426090039,1247.0922079878264,1374.707140501599,1181.9544729761783,1332.1907403972364,1293.5920660254424,1443.6769094905205,1410.1885562680343,1432.2702896018593,1216.4882602103994
1103.778694997921,1089.7554800208713,1086.8534307496723,1382.5101915134892,1099.6587562807015,1301.5695735838106,1271.9858882061076,1517.4440596442012,0.0,1457.0096656150254,1144.230967238979,1208.6353747353637,1381.5066430537172,1108.0446274311832,1262.4898622195299,1236.694778910523,1382.9981967154124,1326.1125553060544,1312.8779802474016,1106.9597304750284
1069.812546006526,1007.0316517977093,1046.6044399028656,1174.9767678410544,1050.2892075386078,1292.88757830272,1235.9504795501405,1531.2560037699216,1457.0096656150254,0.0,1075.859503510207,1060.5211435866245,1170.7893163196868,1018.4004742520742,1180.2238311132696,1101.2273072652624,1285.1905032773404,1194.2309432203372,1300.5679385773965,1106.9533375721087
