,Musikgenres,Unnamed: 14,Unnamed: 15,date,expName,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,rating_preferences.response,rating_preferences.rt,session,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
12,Pop,,,2018_Jun_17_1309,stomp,61.301592498199994,,,,sub-05,6.0,2.249,1,11.0,11.0,0.0,11.0
13,Heavy/Metal,,,2018_Jun_17_1309,stomp,61.301592498199994,,,,sub-05,1.0,1.965,1,12.0,12.0,0.0,12.0
14,Soundtrack/Theme_Song,,,2018_Jun_17_1309,stomp,61.301592498199994,,,,sub-05,7.0,2.676,1,13.0,13.0,0.0,13.0
0,,,,2001_Jan_01_0221,stomp,60.2747230244,right,3.42335093021,,sub-08,,,1,,,,
1,Klassik,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,5.0,7.5760000000000005,1,0.0,0.0,0.0,0.0
2,Blues,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,7.0,1.962,1,1.0,1.0,0.0,1.0
3,Country,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,3.0,6.13,1,2.0,2.0,0.0,2.0
4,Dance/Electronica,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,1.0,1.66,1,3.0,3.0,0.0,3.0
5,Folk,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,4.0,3.3280000000000003,1,4.0,4.0,0.0,4.0
6,Rap/HipHop,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,2.0,1.979,1,5.0,5.0,0.0,5.0
7,Soul/Funk,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,4.0,4.004,1,6.0,6.0,0.0,6.0
8,Religious,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,3.0,4.986000000000001,1,7.0,7.0,0.0,7.0
9,Alternative,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,4.0,2.537,1,8.0,8.0,0.0,8.0
10,Jazz,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,6.0,1.7830000000000001,1,9.0,9.0,0.0,9.0
11,Rock,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,7.0,1.683,1,10.0,10.0,0.0,10.0
12,Pop,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,4.0,2.249,1,11.0,11.0,0.0,11.0
13,Heavy/Metal,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,7.0,2.447,1,12.0,12.0,0.0,12.0
14,Soundtrack/Theme_Song,,,2001_Jan_01_0221,stomp,60.2747230244,,,,sub-08,7.0,2.674,1,13.0,13.0,0.0,13.0
